2020/01/15,0.769,0.772,0.753,0.759,72846634.0,55338636.0
2020/01/16,0.755,0.765,0.751,0.755,39005700.0,29562729.0
2020/01/17,0.759,0.76,0.746,0.753,44619600.0,33592546.0
2020/01/20,0.751,0.758,0.744,0.757,63879200.0,48093574.0
2020/01/21,0.758,0.758,0.734,0.739,73396000.0,54386333.0
2020/01/22,0.732,0.751,0.722,0.744,114621200.0,84757101.0
2020/01/23,0.738,0.747,0.71,0.722,92491677.0,67697854.0
2020/01/24,0.722,0.722,0.722,0.722,0.0,0.0
2020/01/27,0.722,0.722,0.722,0.722,0.0,0.0
2020/01/28,0.722,0.722,0.722,0.722,0.0,0.0
2020/01/29,0.722,0.722,0.722,0.722,0.0,0.0
2020/01/30,0.722,0.722,0.722,0.722,0.0,0.0
2020/01/31,0.722,0.722,0.722,0.722,0.0,0.0
2020/02/03,0.65,0.671,0.65,0.65,36220377.0,23685229.0
2020/02/04,0.648,0.715,0.644,0.663,66170711.0,43446901.0
2020/02/05,0.664,0.693,0.66,0.682,63649500.0,43368432.0
2020/02/06,0.682,0.692,0.669,0.691,68889900.0,46812609.0
2020/02/07,0.682,0.689,0.672,0.684,48370500.0,32951621.0
2020/02/10,0.678,0.716,0.678,0.715,74137077.0,51701028.0
2020/02/11,0.715,0.723,0.703,0.711,72508977.0,51747789.0
2020/02/12,0.707,0.749,0.706,0.748,88841877.0,65138768.0
2020/02/13,0.749,0.764,0.74,0.747,126454583.0,95169484.0
2020/02/14,0.746,0.777,0.746,0.765,120267877.0,91727806.0
