2020/01/15,1.923,1.948,1.918,1.932,38006640.0,73515098.0
2020/01/16,1.931,1.936,1.912,1.932,28696368.0,55255576.0
2020/01/17,1.932,1.973,1.93,1.961,57432815.0,112222271.0
2020/01/20,2.015,2.02,1.949,1.98,156705715.0,309345542.0
2020/01/21,2.008,2.022,1.982,2.002,232607714.0,465959552.0
2020/01/22,2.015,2.015,1.958,1.978,140489792.0,277493394.0
2020/01/23,1.978,1.989,1.906,1.931,114491197.0,222997485.0
2020/01/24,1.931,1.931,1.931,1.931,0.0,0.0
2020/01/27,1.931,1.931,1.931,1.931,0.0,0.0
2020/01/28,1.931,1.931,1.931,1.931,0.0,0.0
2020/01/29,1.931,1.931,1.931,1.931,0.0,0.0
2020/01/30,1.931,1.931,1.931,1.931,0.0,0.0
2020/01/31,1.931,1.931,1.931,1.931,0.0,0.0
2020/02/03,2.005,2.005,1.738,1.805,200165124.0,373331049.0
2020/02/04,1.82,1.904,1.82,1.888,105054869.0,195531083.0
2020/02/05,1.906,1.96,1.892,1.954,146901782.0,281809587.0
2020/02/06,1.965,2.037,1.941,2.013,191591678.0,383753519.0
2020/02/07,2.021,2.034,1.956,1.986,147194443.0,293012482.0
2020/02/10,1.983,1.983,1.944,1.965,91311518.0,178581304.0
2020/02/11,1.964,1.985,1.953,1.976,81654485.0,160587161.0
2020/02/12,1.979,2.004,1.976,2.0,72667980.0,145003086.0
2020/02/13,2.002,2.004,1.969,1.982,68806821.0,136480331.0
2020/02/14,1.991,2.003,1.973,1.986,48951557.0,97563693.0
