2020/01/15,0.774,0.779,0.772,0.772,40300.0,31200.0
2020/01/16,0.778,0.788,0.772,0.772,76801.0,59493.0
2020/01/17,0.772,0.775,0.771,0.774,20300.0,15668.0
2020/01/20,0.766,0.778,0.766,0.778,23600.0,18309.0
2020/01/21,0.779,0.779,0.769,0.77,62600.0,48732.0
2020/01/22,0.756,0.785,0.756,0.785,24601.0,18928.0
2020/01/23,0.77,0.774,0.744,0.762,55200.0,42283.0
2020/01/24,0.762,0.762,0.762,0.762,0.0,0.0
2020/01/27,0.762,0.762,0.762,0.762,0.0,0.0
2020/01/28,0.762,0.762,0.762,0.762,0.0,0.0
2020/01/29,0.762,0.762,0.762,0.762,0.0,0.0
2020/01/30,0.762,0.762,0.762,0.762,0.0,0.0
2020/01/31,0.762,0.762,0.762,0.762,0.0,0.0
2020/02/03,0.696,0.696,0.686,0.686,143200.0,98311.0
2020/02/04,0.683,0.697,0.663,0.696,119305.0,82114.0
2020/02/05,0.698,0.726,0.698,0.725,403805.0,288316.0
2020/02/06,0.725,0.725,0.705,0.724,153600.0,110456.0
2020/02/07,0.724,0.727,0.709,0.723,119900.0,86027.0
2020/02/10,0.73,0.749,0.721,0.749,519605.0,384817.0
2020/02/11,0.749,0.749,0.735,0.743,370600.0,273395.0
2020/02/12,0.736,0.75,0.735,0.745,267200.0,198961.0
2020/02/13,0.745,0.752,0.739,0.747,74400.0,55409.0
2020/02/14,0.741,0.748,0.74,0.74,103100.0,76448.0
