2020/01/15,1.056,1.077,1.051,1.074,11362400.0,12076118.0
2020/01/16,1.07,1.087,1.07,1.081,10170700.0,10970469.0
2020/01/17,1.082,1.088,1.068,1.071,20747819.0,22379253.0
2020/01/20,1.071,1.095,1.063,1.094,20159400.0,21779627.0
2020/01/21,1.09,1.094,1.077,1.08,19372900.0,21078860.0
2020/01/22,1.069,1.109,1.06,1.106,14244600.0,15322947.0
2020/01/23,1.091,1.112,1.047,1.063,18283900.0,19683196.0
2020/01/24,1.063,1.063,1.063,1.063,0.0,0.0
2020/01/27,1.063,1.063,1.063,1.063,0.0,0.0
2020/01/28,1.063,1.063,1.063,1.063,0.0,0.0
2020/01/29,1.063,1.063,1.063,1.063,0.0,0.0
2020/01/30,1.063,1.063,1.063,1.063,0.0,0.0
2020/01/31,1.063,1.063,1.063,1.063,0.0,0.0
2020/02/03,0.957,0.988,0.957,0.957,12918000.0,12433155.0
2020/02/04,0.944,0.999,0.944,0.981,19426800.0,18942654.0
2020/02/05,0.992,1.025,0.989,1.002,22266100.0,22420631.0
2020/02/06,1.006,1.053,0.997,1.051,18011200.0,18478801.0
2020/02/07,1.053,1.088,1.046,1.087,31564500.0,33694972.0
2020/02/10,1.087,1.096,1.066,1.086,19530690.0,21139907.0
2020/02/11,1.088,1.093,1.07,1.081,11399400.0,12317861.0
2020/02/12,1.074,1.119,1.074,1.118,25902700.0,28362715.0
2020/02/13,1.126,1.133,1.102,1.12,26957000.0,30172589.0
2020/02/14,1.112,1.144,1.107,1.123,21707800.0,24427109.0
