2020/01/15,2.054,2.054,2.038,2.041,22500.0,45911.0
2020/01/16,2.042,2.042,2.028,2.03,569500.0,1155891.0
2020/01/17,2.03,2.042,2.03,2.03,174900.0,355390.0
2020/01/20,2.04,2.052,2.039,2.052,125400.0,257102.0
2020/01/21,2.03,2.03,2.016,2.018,376500.0,760423.0
2020/01/22,2.008,2.021,1.99,2.018,426600.0,853064.0
2020/01/23,1.991,2.0,1.957,1.963,131500.0,259998.0
2020/01/24,1.963,1.963,1.963,1.963,0.0,0.0
2020/01/27,1.963,1.963,1.963,1.963,0.0,0.0
2020/01/28,1.963,1.963,1.963,1.963,0.0,0.0
2020/01/29,1.963,1.963,1.963,1.963,0.0,0.0
2020/01/30,1.963,1.963,1.963,1.963,0.0,0.0
2020/01/31,1.963,1.963,1.963,1.963,0.0,0.0
2020/02/03,1.943,1.943,1.772,1.81,169671.0,308137.0
2020/02/04,1.828,1.991,1.793,1.85,634480.0,1161982.0
2020/02/05,1.86,1.87,1.841,1.848,57700.0,107305.0
2020/02/06,1.854,1.879,1.849,1.875,82824.0,153964.0
2020/02/07,1.885,1.885,1.851,1.858,129400.0,240747.0
2020/02/10,1.86,1.866,1.851,1.862,170200.0,317141.0
2020/02/11,1.878,1.89,1.878,1.881,241100.0,455049.0
2020/02/12,1.874,1.884,1.87,1.884,96100.0,179917.0
2020/02/13,1.884,1.885,1.87,1.876,106100.0,198988.0
2020/02/14,1.882,1.891,1.882,1.886,169200.0,318756.0
